Gene,Statistic,Percentage,Cell Types
RNF38,4 out of 24,16.67%,T_cells 18; Oligodendrocytes 10; Endothelial_cells 9; Oligodendrocyte_progenitor_cells 12
RNF4,3 out of 24,12.50%,T_cells 18; Astrocytes 4; Oligodendrocytes 16
RNF40,0 out of 24,0.00%,
RNF41,1 out of 24,4.17%,Astrocytes 4
RNF44,0 out of 24,0.00%,
RNF6,1 out of 24,4.17%,Astrocytes_microglia 23
RNF7,1 out of 24,4.17%,Connective_tissue_cells 21
RNF8,1 out of 24,4.17%,Oligodendrocytes 16
RNFT1,0 out of 24,0.00%,
RNFT2,2 out of 24,8.33%,GABA_neurons_expressing_GABA_receptors 13; Oligodendrocyte_progenitor_cells 12
RNGTT,9 out of 24,37.50%,T_cells 18; Oligodendrocytes 10; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 3; Oligodendrocyte_progenitor_cells 7; DA_like_neurons 11; Microglia 1; Endothelial_cells 9
RNH1,3 out of 24,12.50%,Oligodendrocytes 20; Oligodendrocytes 3; Oligodendrocytes 2
RNLS,2 out of 24,8.33%,DA_like_neurons 11; GABA_neurons_expressing_GLU_receptors 22
RNMT,0 out of 24,0.00%,
RNPC3,3 out of 24,12.50%,Microglia 1; GABA_like_neurons 14; Astrocytes 15
RNPEP,1 out of 24,4.17%,GABA_neurons_expressing_GLU_receptors 22
RNPEPL1,2 out of 24,8.33%,Astrocytes_microglia 23; T_cells 18
RNPS1,2 out of 24,8.33%,Astrocytes 4; Connective_tissue_cells 21
ROBO1,7 out of 24,29.17%,Oligodendrocytes 20; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; GLU_like_neurons 17; Oligodendrocytes 2; DA_like_neurons 11; Connective_tissue_cells 21
ROBO2,7 out of 24,29.17%,Astrocytes 5; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 16; GLU_like_neurons 17; GABA_neurons_expressing_GLU_receptors 22; Astrocytes 15; DA_neurons 6
ROBO3,0 out of 24,0.00%,
ROBO4,1 out of 24,4.17%,Endothelial_cells 9
ROCK1,10 out of 24,41.67%,GABA_like_neurons 14; Oligodendrocytes 10; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 16; GABA_neurons_expressing_GLU_receptors 22; Oligodendrocyte_progenitor_cells 7; Astrocytes 15; Oligodendrocytes 0; DA_like_neurons 11
ROCK2,2 out of 24,8.33%,DA_like_neurons 11; Oligodendrocyte_progenitor_cells 7
ROGDI,2 out of 24,8.33%,Astrocytes_microglia 23; Oligodendrocytes 16
ROMO1,0 out of 24,0.00%,
ROR1,4 out of 24,16.67%,Oligodendrocytes 20; Astrocytes_microglia 23; Oligodendrocytes 3; Oligodendrocytes 0
ROR2,0 out of 24,0.00%,
RORA,13 out of 24,54.17%,Astrocytes_microglia 23; GABA_like_neurons 14; Astrocytes 8; Oligodendrocytes 10; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; Astrocytes 4; Oligodendrocytes 16; GABA_neurons_expressing_GLU_receptors 22; Oligodendrocytes 3; Oligodendrocyte_progenitor_cells 7; Endothelial_cells 9; Connective_tissue_cells 21
RORA-AS1,1 out of 24,4.17%,Oligodendrocytes 20
RORB,1 out of 24,4.17%,GABA_neurons_expressing_GLU_receptors 22
RORB-AS1,0 out of 24,0.00%,
RP2,0 out of 24,0.00%,
RPA1,0 out of 24,0.00%,
RPA2,1 out of 24,4.17%,Astrocytes_microglia 23
RPA3,0 out of 24,0.00%,
RPAIN,3 out of 24,12.50%,Oligodendrocytes 20; Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 12
RPAP1,1 out of 24,4.17%,Astrocytes_microglia 23
RPAP2,5 out of 24,20.83%,T_cells 18; Oligodendrocytes 20; Astrocytes 4; Astrocytes 15; Oligodendrocytes 0
RPAP3,2 out of 24,8.33%,Oligodendrocytes 20; Oligodendrocytes 16
RPE,4 out of 24,16.67%,Astrocytes_microglia 23; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 2; Oligodendrocytes 0
RPE65,0 out of 24,0.00%,
RPF1,0 out of 24,0.00%,
RPF2,0 out of 24,0.00%,
RPGR,3 out of 24,12.50%,Endothelial_cells 9; Astrocytes 15; Oligodendrocyte_progenitor_cells 7
RPGRIP1L,3 out of 24,12.50%,Astrocytes 5; GLU_like_neurons 17; Astrocytes 15
RPH3A,1 out of 24,4.17%,GLU_like_neurons 17
RPH3AL,2 out of 24,8.33%,Astrocytes_microglia 23; GLU_like_neurons 17
RPIA,0 out of 24,0.00%,
RPL10,21 out of 24,87.50%,GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 3; Microglia 1; Astrocytes_microglia 23; GABA_neurons_expressing_GABA_receptors 13; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; GLU_like_neurons 17; Oligodendrocytes 2; Microglia 19; Connective_tissue_cells 21; T_cells 18; Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Astrocytes 8; Oligodendrocytes 10; GABA_neurons_expressing_GLU_receptors 22; Endothelial_cells 9; DA_neurons 6
RPL10A,8 out of 24,33.33%,T_cells 18; GABA_like_neurons 14; Oligodendrocytes 10; Oligodendrocyte_progenitor_cells 12; Oligodendrocyte_progenitor_cells 7; Microglia 1; Endothelial_cells 9; Connective_tissue_cells 21
RPL11,16 out of 24,66.67%,T_cells 18; Oligodendrocytes 0; GABA_like_neurons 14; Astrocytes 8; Oligodendrocytes 20; Oligodendrocytes 10; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 3; GABA_neurons_expressing_GLU_receptors 22; Oligodendrocytes 2; Oligodendrocyte_progenitor_cells 7; Microglia 19; Microglia 1; Endothelial_cells 9; Connective_tissue_cells 21
RPL12,1 out of 24,4.17%,Astrocytes_microglia 23
RPL13,19 out of 24,79.17%,GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 3; Microglia 1; Astrocytes_microglia 23; Oligodendrocyte_progenitor_cells 12; GLU_like_neurons 17; Oligodendrocytes 2; Microglia 19; Connective_tissue_cells 21; T_cells 18; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Astrocytes 8; Oligodendrocytes 10; GABA_neurons_expressing_GLU_receptors 22; DA_like_neurons 11; Endothelial_cells 9; DA_neurons 6
RPL13A,13 out of 24,54.17%,T_cells 18; GABA_like_neurons 14; Astrocytes 8; Oligodendrocytes 10; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 3; Oligodendrocytes 2; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Microglia 1; Endothelial_cells 9; Connective_tissue_cells 21
RPL14,13 out of 24,54.17%,Astrocytes_microglia 23; Oligodendrocytes 0; T_cells 18; GABA_like_neurons 14; Astrocytes 8; Oligodendrocytes 10; Oligodendrocyte_progenitor_cells 12; GABA_neurons_expressing_GLU_receptors 22; Oligodendrocyte_progenitor_cells 7; Microglia 19; Microglia 1; Endothelial_cells 9; Connective_tissue_cells 21
RPL15,14 out of 24,58.33%,T_cells 18; GABA_like_neurons 14; Astrocytes 8; Oligodendrocytes 10; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 3; GABA_neurons_expressing_GLU_receptors 22; GLU_like_neurons 17; Oligodendrocytes 2; Oligodendrocytes 0; Oligodendrocyte_progenitor_cells 7; DA_like_neurons 11; Microglia 1; Endothelial_cells 9
RPL18,16 out of 24,66.67%,T_cells 18; GABA_neurons_expressing_GABA_receptors 13; GABA_like_neurons 14; Astrocytes 8; Oligodendrocytes 20; Oligodendrocytes 10; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 3; GLU_like_neurons 17; Oligodendrocytes 2; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Microglia 1; Endothelial_cells 9; DA_neurons 6; Connective_tissue_cells 21
RPL19,15 out of 24,62.50%,Astrocytes_microglia 23; Oligodendrocytes 0; T_cells 18; GABA_like_neurons 14; Oligodendrocytes 10; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 3; GABA_neurons_expressing_GLU_receptors 22; Oligodendrocytes 2; Oligodendrocyte_progenitor_cells 7; Microglia 19; Microglia 1; Endothelial_cells 9; DA_neurons 6; Connective_tissue_cells 21
RPL21,2 out of 24,8.33%,Oligodendrocytes 20; Oligodendrocytes 10
RPL22,0 out of 24,0.00%,
RPL23,8 out of 24,33.33%,GABA_like_neurons 14; Oligodendrocytes 10; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 16; GABA_neurons_expressing_GLU_receptors 22; Oligodendrocyte_progenitor_cells 7; Microglia 1; Endothelial_cells 9
RPL23A,13 out of 24,54.17%,Astrocytes_microglia 23; T_cells 18; GABA_like_neurons 14; Astrocytes 8; Oligodendrocytes 10; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; GABA_neurons_expressing_GLU_receptors 22; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Microglia 1; Endothelial_cells 9; Connective_tissue_cells 21
RPL24,3 out of 24,12.50%,Endothelial_cells 9; Oligodendrocyte_progenitor_cells 12; Oligodendrocyte_progenitor_cells 7
RPL27,8 out of 24,33.33%,T_cells 18; GABA_like_neurons 14; Oligodendrocytes 10; Oligodendrocyte_progenitor_cells 12; Oligodendrocyte_progenitor_cells 7; Microglia 19; Microglia 1; Endothelial_cells 9
RPL27A,13 out of 24,54.17%,T_cells 18; GABA_like_neurons 14; Astrocytes 8; Oligodendrocytes 10; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 16; GABA_neurons_expressing_GLU_receptors 22; Oligodendrocyte_progenitor_cells 7; Microglia 19; Microglia 1; Endothelial_cells 9; Connective_tissue_cells 21
RPL28,20 out of 24,83.33%,GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 3; Microglia 1; Astrocytes_microglia 23; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; GLU_like_neurons 17; Oligodendrocytes 2; Microglia 19; Connective_tissue_cells 21; T_cells 18; Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Astrocytes 8; Oligodendrocytes 10; GABA_neurons_expressing_GLU_receptors 22; Endothelial_cells 9; DA_neurons 6
RPL29,15 out of 24,62.50%,T_cells 18; Oligodendrocytes 0; GABA_like_neurons 14; Astrocytes 8; Oligodendrocytes 20; Oligodendrocytes 10; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 3; GABA_neurons_expressing_GLU_receptors 22; Oligodendrocyte_progenitor_cells 7; Microglia 19; Microglia 1; Endothelial_cells 9; Connective_tissue_cells 21
RPL3,15 out of 24,62.50%,Astrocytes_microglia 23; T_cells 18; GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 10; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 3; GABA_neurons_expressing_GLU_receptors 22; Oligodendrocytes 2; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Microglia 1; Endothelial_cells 9; DA_neurons 6; Connective_tissue_cells 21
RPL30,12 out of 24,50.00%,T_cells 18; Astrocytes 8; Oligodendrocytes 10; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 16; GABA_neurons_expressing_GLU_receptors 22; Oligodendrocytes 3; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Microglia 1; Endothelial_cells 9
RPL31,1 out of 24,4.17%,Oligodendrocyte_progenitor_cells 12
RPL32,15 out of 24,62.50%,T_cells 18; Oligodendrocytes 0; GABA_like_neurons 14; Astrocytes 8; Oligodendrocytes 10; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 3; GABA_neurons_expressing_GLU_receptors 22; Oligodendrocytes 2; Oligodendrocyte_progenitor_cells 7; Microglia 19; Microglia 1; Endothelial_cells 9; DA_neurons 6
RPL34,8 out of 24,33.33%,GABA_like_neurons 14; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 16; GABA_neurons_expressing_GLU_receptors 22; Oligodendrocyte_progenitor_cells 7; Microglia 1; Endothelial_cells 9; Connective_tissue_cells 21
RPL34-AS1,1 out of 24,4.17%,Astrocytes_microglia 23
RPL35,10 out of 24,41.67%,GABA_neurons_expressing_GABA_receptors 13; GABA_like_neurons 14; Oligodendrocytes 10; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 7; Microglia 19; Microglia 1; Endothelial_cells 9; Connective_tissue_cells 21
RPL35A,12 out of 24,50.00%,T_cells 18; GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 10; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 16; GABA_neurons_expressing_GLU_receptors 22; Oligodendrocytes 3; Oligodendrocyte_progenitor_cells 7; Microglia 1; Endothelial_cells 9; DA_neurons 6
RPL36,7 out of 24,29.17%,T_cells 18; GABA_like_neurons 14; Oligodendrocytes 10; Oligodendrocyte_progenitor_cells 12; Oligodendrocyte_progenitor_cells 7; Microglia 1; Endothelial_cells 9
RPL36AL,7 out of 24,29.17%,Astrocytes_microglia 23; T_cells 18; GABA_like_neurons 14; Oligodendrocytes 10; Oligodendrocyte_progenitor_cells 12; Oligodendrocyte_progenitor_cells 7; Endothelial_cells 9
RPL37,4 out of 24,16.67%,Oligodendrocytes 10; Endothelial_cells 9; Oligodendrocyte_progenitor_cells 12; Oligodendrocyte_progenitor_cells 7
RPL37A,9 out of 24,37.50%,GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 10; Oligodendrocyte_progenitor_cells 12; GABA_neurons_expressing_GLU_receptors 22; Oligodendrocyte_progenitor_cells 7; Microglia 19; Microglia 1; Endothelial_cells 9
RPL38,10 out of 24,41.67%,GABA_like_neurons 14; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 16; GABA_neurons_expressing_GLU_receptors 22; Oligodendrocytes 3; Oligodendrocyte_progenitor_cells 7; Microglia 19; Microglia 1; Endothelial_cells 9; DA_neurons 6
RPL4,3 out of 24,12.50%,Oligodendrocytes 10; Oligodendrocytes 16; Connective_tissue_cells 21
RPL41,18 out of 24,75.00%,Astrocytes_microglia 23; Oligodendrocytes 0; T_cells 18; GABA_like_neurons 14; Astrocytes 8; Oligodendrocytes 20; Oligodendrocytes 10; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 16; Oligodendrocytes 2; Oligodendrocytes 3; Oligodendrocyte_progenitor_cells 7; Microglia 19; Microglia 1; Endothelial_cells 9; DA_neurons 6; Connective_tissue_cells 21
RPL5,6 out of 24,25.00%,T_cells 18; GABA_like_neurons 14; Oligodendrocytes 10; Oligodendrocyte_progenitor_cells 12; Oligodendrocyte_progenitor_cells 7; Endothelial_cells 9
RPL6,6 out of 24,25.00%,T_cells 18; GABA_like_neurons 14; Oligodendrocytes 10; Oligodendrocyte_progenitor_cells 12; Oligodendrocyte_progenitor_cells 7; Endothelial_cells 9
RPL7,4 out of 24,16.67%,Oligodendrocytes 10; GABA_like_neurons 14; Oligodendrocyte_progenitor_cells 12; Oligodendrocyte_progenitor_cells 7
RPL7A,14 out of 24,58.33%,T_cells 18; GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 10; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 16; GABA_neurons_expressing_GLU_receptors 22; Oligodendrocytes 2; Oligodendrocytes 3; Oligodendrocytes 0; Oligodendrocyte_progenitor_cells 7; Microglia 1; Endothelial_cells 9; DA_neurons 6
RPL7L1,2 out of 24,8.33%,Astrocytes 5; Oligodendrocytes 2
RPL8,18 out of 24,75.00%,Astrocytes_microglia 23; Oligodendrocytes 0; T_cells 18; GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 10; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 16; GLU_like_neurons 17; Oligodendrocytes 2; Oligodendrocytes 3; Microglia 19; Oligodendrocyte_progenitor_cells 7; DA_like_neurons 11; Microglia 1; Endothelial_cells 9; DA_neurons 6; Connective_tissue_cells 21
RPLP0,6 out of 24,25.00%,T_cells 18; GABA_like_neurons 14; Oligodendrocytes 10; Oligodendrocyte_progenitor_cells 12; Microglia 19; Endothelial_cells 9
RPLP1,21 out of 24,87.50%,GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 3; Microglia 1; Astrocytes_microglia 23; GABA_neurons_expressing_GABA_receptors 13; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; GLU_like_neurons 17; Oligodendrocytes 2; Microglia 19; Connective_tissue_cells 21; T_cells 18; Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Astrocytes 8; Oligodendrocytes 10; GABA_neurons_expressing_GLU_receptors 22; Endothelial_cells 9; DA_neurons 6
RPLP2,18 out of 24,75.00%,T_cells 18; Oligodendrocytes 0; GABA_like_neurons 14; Astrocytes 8; Oligodendrocytes 20; Oligodendrocytes 10; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 16; GABA_neurons_expressing_GLU_receptors 22; Oligodendrocytes 2; Oligodendrocytes 3; Microglia 19; Oligodendrocyte_progenitor_cells 7; Microglia 1; Endothelial_cells 9; DA_neurons 6; Connective_tissue_cells 21
RPN1,3 out of 24,12.50%,T_cells 18; GLU_like_neurons 17; Microglia 19
RPN2,3 out of 24,12.50%,Oligodendrocytes 2; GABA_neurons_expressing_GLU_receptors 22; Astrocytes 15
RPP25,0 out of 24,0.00%,
RPP30,0 out of 24,0.00%,
RPP38,1 out of 24,4.17%,Astrocytes 15
RPRD1A,3 out of 24,12.50%,DA_like_neurons 11; GABA_neurons_expressing_GABA_receptors 13; Oligodendrocyte_progenitor_cells 12
RPRD1B,6 out of 24,25.00%,Oligodendrocytes 0; Oligodendrocytes 20; Oligodendrocyte_progenitor_cells 12; Astrocytes 4; Microglia 19; Connective_tissue_cells 21
RPRD2,4 out of 24,16.67%,DA_like_neurons 11; Oligodendrocytes 16; GABA_like_neurons 14; Oligodendrocyte_progenitor_cells 12
RPS10-NUDT3,0 out of 24,0.00%,
RPS11,13 out of 24,54.17%,Astrocytes_microglia 23; Oligodendrocytes 0; T_cells 18; GABA_like_neurons 14; Astrocytes 8; Oligodendrocytes 10; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 7; Microglia 19; Microglia 1; Endothelial_cells 9
RPS12,12 out of 24,50.00%,T_cells 18; Astrocytes 8; Oligodendrocytes 10; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 16; GABA_neurons_expressing_GLU_receptors 22; Oligodendrocytes 3; Oligodendrocyte_progenitor_cells 7; Microglia 1; Endothelial_cells 9; Connective_tissue_cells 21
RPS13,7 out of 24,29.17%,Astrocytes_microglia 23; T_cells 18; Oligodendrocytes 10; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 7; Endothelial_cells 9
RPS14,16 out of 24,66.67%,Astrocytes_microglia 23; T_cells 18; GABA_like_neurons 14; Astrocytes 8; Oligodendrocytes 20; Oligodendrocytes 10; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 3; GABA_neurons_expressing_GLU_receptors 22; Oligodendrocytes 2; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Microglia 1; Endothelial_cells 9; DA_neurons 6
RPS15,20 out of 24,83.33%,GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 3; Microglia 1; Astrocytes_microglia 23; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; GLU_like_neurons 17; Oligodendrocytes 2; Microglia 19; T_cells 18; Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Astrocytes 8; Oligodendrocytes 10; GABA_neurons_expressing_GLU_receptors 22; DA_like_neurons 11; Endothelial_cells 9; DA_neurons 6
RPS15A,2 out of 24,8.33%,T_cells 18; Endothelial_cells 9
RPS16,8 out of 24,33.33%,T_cells 18; GABA_like_neurons 14; Oligodendrocytes 10; Oligodendrocyte_progenitor_cells 12; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Microglia 1; Endothelial_cells 9
RPS18,15 out of 24,62.50%,Astrocytes_microglia 23; Oligodendrocytes 0; T_cells 18; GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 10; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 16; GABA_neurons_expressing_GLU_receptors 22; Oligodendrocytes 3; Oligodendrocyte_progenitor_cells 7; Microglia 19; Microglia 1; Endothelial_cells 9; Connective_tissue_cells 21
RPS19,16 out of 24,66.67%,Astrocytes_microglia 23; Oligodendrocytes 0; T_cells 18; GABA_like_neurons 14; Astrocytes 8; Oligodendrocytes 20; Oligodendrocytes 10; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 3; GABA_neurons_expressing_GLU_receptors 22; GLU_like_neurons 17; Oligodendrocyte_progenitor_cells 7; Microglia 19; Microglia 1; Endothelial_cells 9; Connective_tissue_cells 21
RPS19BP1,4 out of 24,16.67%,Oligodendrocytes 20; Oligodendrocytes 10; Oligodendrocytes 16; DA_neurons 6
RPS2,13 out of 24,54.17%,T_cells 18; GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 10; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 3; GLU_like_neurons 17; Oligodendrocytes 2; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Microglia 1; Endothelial_cells 9; Connective_tissue_cells 21
RPS20,5 out of 24,20.83%,Oligodendrocytes 10; Oligodendrocyte_progenitor_cells 12; Microglia 19; Microglia 1; Endothelial_cells 9
RPS23,15 out of 24,62.50%,T_cells 18; Oligodendrocytes 0; GABA_like_neurons 14; Astrocytes 8; Oligodendrocytes 20; Oligodendrocytes 10; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 3; Oligodendrocytes 2; Oligodendrocyte_progenitor_cells 7; Microglia 19; Microglia 1; Endothelial_cells 9; Connective_tissue_cells 21
RPS24,12 out of 24,50.00%,T_cells 18; GABA_like_neurons 14; Astrocytes 8; Oligodendrocytes 10; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; GABA_neurons_expressing_GLU_receptors 22; Oligodendrocyte_progenitor_cells 7; Microglia 19; Microglia 1; Endothelial_cells 9; DA_neurons 6
RPS25,11 out of 24,45.83%,T_cells 18; GABA_like_neurons 14; Microglia 19; Oligodendrocytes 10; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 16; Oligodendrocytes 3; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Microglia 1; Endothelial_cells 9
RPS26,0 out of 24,0.00%,
RPS27,8 out of 24,33.33%,T_cells 18; GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 10; Oligodendrocytes 16; Microglia 19; Microglia 1; Endothelial_cells 9
RPS27A,8 out of 24,33.33%,T_cells 18; GABA_like_neurons 14; Oligodendrocytes 10; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 3; Oligodendrocyte_progenitor_cells 7; Microglia 1; Endothelial_cells 9
RPS27L,4 out of 24,16.67%,GABA_neurons_expressing_GLU_receptors 22; Oligodendrocytes 16; GABA_like_neurons 14; Microglia 19
RPS28,7 out of 24,29.17%,T_cells 18; GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 10; Endothelial_cells 9; DA_neurons 6; Connective_tissue_cells 21
RPS29,9 out of 24,37.50%,T_cells 18; GABA_like_neurons 14; Astrocytes 8; Oligodendrocytes 10; Oligodendrocyte_progenitor_cells 12; GABA_neurons_expressing_GLU_receptors 22; Oligodendrocyte_progenitor_cells 7; Microglia 1; Endothelial_cells 9
RPS3,13 out of 24,54.17%,Astrocytes_microglia 23; Oligodendrocytes 0; T_cells 18; GABA_like_neurons 14; Astrocytes 8; Oligodendrocytes 10; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 3; Oligodendrocytes 2; Oligodendrocyte_progenitor_cells 7; Microglia 19; Microglia 1; Endothelial_cells 9
RPS3A,3 out of 24,12.50%,Oligodendrocytes 10; Oligodendrocytes 16; Microglia 19
RPS4X,15 out of 24,62.50%,Astrocytes_microglia 23; Oligodendrocytes 0; T_cells 18; GABA_like_neurons 14; Oligodendrocytes 10; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 3; GABA_neurons_expressing_GLU_receptors 22; Oligodendrocytes 2; Oligodendrocyte_progenitor_cells 7; Microglia 19; Microglia 1; Endothelial_cells 9; DA_neurons 6; Connective_tissue_cells 21
RPS4Y1,0 out of 24,0.00%,
RPS5,4 out of 24,16.67%,GABA_like_neurons 14; Oligodendrocytes 10; Endothelial_cells 9; T_cells 18
RPS6,9 out of 24,37.50%,T_cells 18; Microglia 19; Oligodendrocytes 10; Oligodendrocyte_progenitor_cells 12; GLU_like_neurons 17; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Microglia 1; Endothelial_cells 9
RPS6KA1,0 out of 24,0.00%,
RPS6KA2,4 out of 24,16.67%,Astrocytes 8; Oligodendrocytes 16; Oligodendrocytes 2; Oligodendrocytes 3
RPS6KA3,5 out of 24,20.83%,GABA_like_neurons 14; Oligodendrocytes 10; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 3; Oligodendrocyte_progenitor_cells 7
RPS6KA4,0 out of 24,0.00%,
RPS6KA5,7 out of 24,29.17%,Astrocytes_microglia 23; Oligodendrocytes 10; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 16; Oligodendrocytes 3; Microglia 1; Connective_tissue_cells 21
RPS6KA6,0 out of 24,0.00%,
RPS6KB1,4 out of 24,16.67%,Oligodendrocytes 20; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 2; Oligodendrocytes 0
RPS6KB2,1 out of 24,4.17%,Astrocytes_microglia 23
RPS6KC1,3 out of 24,12.50%,DA_like_neurons 11; Microglia 1; Endothelial_cells 9
RPS6KL1,2 out of 24,8.33%,Oligodendrocytes 20; Astrocytes_microglia 23
RPS7,10 out of 24,41.67%,T_cells 18; GABA_like_neurons 14; Oligodendrocytes 10; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 3; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Microglia 1; Endothelial_cells 9; Connective_tissue_cells 21
RPS8,8 out of 24,33.33%,T_cells 18; GABA_like_neurons 14; Oligodendrocytes 10; Oligodendrocyte_progenitor_cells 12; Oligodendrocyte_progenitor_cells 7; Microglia 19; Microglia 1; Endothelial_cells 9
RPS9,12 out of 24,50.00%,T_cells 18; GABA_like_neurons 14; Astrocytes 8; Oligodendrocytes 10; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 3; GLU_like_neurons 17; Oligodendrocytes 2; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Microglia 1; Endothelial_cells 9
RPSA,11 out of 24,45.83%,T_cells 18; Oligodendrocytes 0; GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 10; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 2; Microglia 19; Endothelial_cells 9; DA_neurons 6; Connective_tissue_cells 21
RPTOR,11 out of 24,45.83%,GABA_like_neurons 14; Astrocytes 8; Oligodendrocytes 10; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 3; GLU_like_neurons 17; Oligodendrocytes 2; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; DA_like_neurons 11; Endothelial_cells 9
RRAGA,1 out of 24,4.17%,GABA_like_neurons 14
RRAGB,3 out of 24,12.50%,Astrocytes 5; GLU_like_neurons 17; Oligodendrocytes 0
RRAGC,2 out of 24,8.33%,Astrocytes_microglia 23; Oligodendrocytes 2
